ds,brand,store_type,quantity,unit_price
05-07-2024,Mars,Online,152,9.23
05-07-2024,Mars,Retail,149,8.63
06-07-2024,Cadbury,Airport,242,9.52
06-07-2024,Cadbury,Mall,195,8.71
06-07-2024,Cadbury,Online,190,8.92
06-07-2024,Cadbury,Retail,202,8.81
06-07-2024,Ferrero,Airport,225,8.84
06-07-2024,Ferrero,Mall,165,9.54
06-07-2024,Ferrero,Online,222,8.83
06-07-2024,Ferrero,Retail,157,8.52
06-07-2024,Godiva,Airport,219,9.11
06-07-2024,Godiva,Mall,195,9.31
06-07-2024,Godiva,Online,150,7.9
06-07-2024,Godiva,Retail,104,9.16
06-07-2024,Hershey,Airport,148,8.51
06-07-2024,Hershey,Mall,121,8.51
06-07-2024,Hershey,Online,130,7.89
06-07-2024,Hershey,Retail,84,9.41
06-07-2024,Lindt,Airport,186,9.07
06-07-2024,Lindt,Mall,173,8.26
06-07-2024,Lindt,Online,156,9.51
06-07-2024,Lindt,Retail,160,8.68
06-07-2024,Mars,Airport,189,8.69
06-07-2024,Mars,Mall,188,9.37
06-07-2024,Mars,Online,153,9.13
06-07-2024,Mars,Retail,142,9.78
07-07-2024,Cadbury,Airport,227,9.66
07-07-2024,Cadbury,Mall,220,9.12
07-07-2024,Cadbury,Online,223,9.8
07-07-2024,Cadbury,Retail,147,9.2
07-07-2024,Ferrero,Airport,251,8.91
07-07-2024,Ferrero,Mall,200,8.29
07-07-2024,Ferrero,Online,162,8.25
07-07-2024,Ferrero,Retail,196,8.74
07-07-2024,Godiva,Airport,172,9.3
07-07-2024,Godiva,Mall,111,10.17
07-07-2024,Godiva,Online,217,8.39
07-07-2024,Godiva,Retail,121,8.8
07-07-2024,Hershey,Airport,206,8.13
07-07-2024,Hershey,Mall,137,8.62
07-07-2024,Hershey,Online,109,8.46
07-07-2024,Hershey,Retail,155,8.44
07-07-2024,Lindt,Airport,202,9.05
07-07-2024,Lindt,Mall,154,8.76
07-07-2024,Lindt,Online,185,7.98
07-07-2024,Lindt,Retail,140,9.64
07-07-2024,Mars,Airport,175,9.02
07-07-2024,Mars,Mall,229,9.46
07-07-2024,Mars,Online,201,9.55
07-07-2024,Mars,Retail,147,9.37
08-07-2024,Cadbury,Airport,236,9.03
08-07-2024,Cadbury,Mall,251,8.32
08-07-2024,Cadbury,Online,163,9.13
08-07-2024,Cadbury,Retail,191,9.67
08-07-2024,Ferrero,Airport,231,8.87
08-07-2024,Ferrero,Mall,175,9.04
08-07-2024,Ferrero,Online,156,9.23
08-07-2024,Ferrero,Retail,161,9.14
08-07-2024,Godiva,Airport,170,9.48
08-07-2024,Godiva,Mall,178,9.45
08-07-2024,Godiva,Online,127,8.85
08-07-2024,Godiva,Retail,105,8.72
08-07-2024,Hershey,Airport,170,8.53
08-07-2024,Hershey,Mall,145,8.29
08-07-2024,Hershey,Online,151,9.13
08-07-2024,Hershey,Retail,86,9.59
08-07-2024,Lindt,Airport,278,9.03
08-07-2024,Lindt,Mall,213,8.48
08-07-2024,Lindt,Online,143,9.24
08-07-2024,Lindt,Retail,105,9.82
08-07-2024,Mars,Airport,166,8.09
08-07-2024,Mars,Mall,167,8.44
08-07-2024,Mars,Online,238,8.62
08-07-2024,Mars,Retail,114,9.56
09-07-2024,Cadbury,Airport,257,9.11
09-07-2024,Cadbury,Mall,203,9.09
09-07-2024,Cadbury,Online,178,9.16
09-07-2024,Cadbury,Retail,125,9.33
09-07-2024,Ferrero,Airport,237,9.32
09-07-2024,Ferrero,Mall,261,8.91
09-07-2024,Ferrero,Online,184,8.57
09-07-2024,Ferrero,Retail,150,9.68
09-07-2024,Godiva,Airport,215,8.23
09-07-2024,Godiva,Mall,187,9.74
09-07-2024,Godiva,Online,157,9.29
09-07-2024,Godiva,Retail,128,9.34
09-07-2024,Hershey,Airport,215,9.16
09-07-2024,Hershey,Mall,124,8.92
09-07-2024,Hershey,Online,101,8.6
09-07-2024,Hershey,Retail,124,9.03
09-07-2024,Lindt,Airport,242,8.44
09-07-2024,Lindt,Mall,230,8.89
09-07-2024,Lindt,Online,229,9.8
09-07-2024,Lindt,Retail,124,9.36
09-07-2024,Mars,Airport,179,9.57
09-07-2024,Mars,Mall,167,7.46
09-07-2024,Mars,Online,175,8.3
09-07-2024,Mars,Retail,152,9.23
10-07-2024,Cadbury,Airport,221,8.62
10-07-2024,Cadbury,Mall,162,9.1
10-07-2024,Cadbury,Online,165,8.58
10-07-2024,Cadbury,Retail,165,9.06
10-07-2024,Ferrero,Airport,247,9.13
10-07-2024,Ferrero,Mall,224,9.31
10-07-2024,Ferrero,Online,211,9.43
10-07-2024,Ferrero,Retail,137,9.86
10-07-2024,Godiva,Airport,173,9.27
10-07-2024,Godiva,Mall,103,8.85
10-07-2024,Godiva,Online,170,8.68
10-07-2024,Godiva,Retail,161,9.83
10-07-2024,Hershey,Airport,180,9.09
10-07-2024,Hershey,Mall,120,9.15
10-07-2024,Hershey,Online,131,9.4
10-07-2024,Hershey,Retail,89,9.49
10-07-2024,Lindt,Airport,178,8.95
10-07-2024,Lindt,Mall,173,8.5
10-07-2024,Lindt,Online,180,9
10-07-2024,Lindt,Retail,151,8.81
10-07-2024,Mars,Airport,216,9.68
10-07-2024,Mars,Mall,159,8.53
10-07-2024,Mars,Online,150,9.26
10-07-2024,Mars,Retail,116,9.01
11-07-2024,Cadbury,Airport,247,9.06
11-07-2024,Cadbury,Mall,209,9.21
11-07-2024,Cadbury,Online,185,9.03
11-07-2024,Cadbury,Retail,153,9.19
11-07-2024,Ferrero,Airport,276,9.24
11-07-2024,Ferrero,Mall,191,8.94
11-07-2024,Ferrero,Online,236,9.45
11-07-2024,Ferrero,Retail,184,9.48
11-07-2024,Godiva,Airport,195,8.17
11-07-2024,Godiva,Mall,152,9.03
11-07-2024,Godiva,Online,199,8.1
11-07-2024,Godiva,Retail,96,9.11
11-07-2024,Hershey,Airport,152,9.11
11-07-2024,Hershey,Mall,145,8.6
11-07-2024,Hershey,Online,110,9.42
11-07-2024,Hershey,Retail,141,9.28
11-07-2024,Lindt,Airport,239,8.29
11-07-2024,Lindt,Mall,206,9.26
11-07-2024,Lindt,Online,177,8.7
11-07-2024,Lindt,Retail,185,9.75
11-07-2024,Mars,Airport,167,8.36
11-07-2024,Mars,Mall,163,9.32
11-07-2024,Mars,Online,165,9.06
11-07-2024,Mars,Retail,109,8.81
12-07-2024,Cadbury,Airport,234,8.78
12-07-2024,Cadbury,Mall,232,9.72
12-07-2024,Cadbury,Online,150,8.59
12-07-2024,Cadbury,Retail,123,10.44
12-07-2024,Ferrero,Airport,188,9.82
12-07-2024,Ferrero,Mall,163,9.25
12-07-2024,Ferrero,Online,204,8.63
12-07-2024,Ferrero,Retail,153,9.22
12-07-2024,Godiva,Airport,139,8.86
12-07-2024,Godiva,Mall,143,9.29
12-07-2024,Godiva,Online,155,9
12-07-2024,Godiva,Retail,113,8.97
12-07-2024,Hershey,Airport,166,8.98
12-07-2024,Hershey,Mall,115,9.75
12-07-2024,Hershey,Online,149,9.01
12-07-2024,Hershey,Retail,143,8.88
12-07-2024,Lindt,Airport,212,9.25
12-07-2024,Lindt,Mall,161,9.49
12-07-2024,Lindt,Online,214,9.03
12-07-2024,Lindt,Retail,131,8.51
12-07-2024,Mars,Airport,211,9.14
12-07-2024,Mars,Mall,179,8.47
12-07-2024,Mars,Online,180,8.95
12-07-2024,Mars,Retail,136,8.57
13-07-2024,Cadbury,Airport,270,8.36
13-07-2024,Cadbury,Mall,179,8.91
13-07-2024,Cadbury,Online,205,9.31
13-07-2024,Cadbury,Retail,106,9.31
13-07-2024,Ferrero,Airport,198,9.12
13-07-2024,Ferrero,Mall,237,9.19
13-07-2024,Ferrero,Online,171,8.57
13-07-2024,Ferrero,Retail,133,8.82
13-07-2024,Godiva,Airport,167,8.48
13-07-2024,Godiva,Mall,148,9.34
13-07-2024,Godiva,Online,193,8.9
13-07-2024,Godiva,Retail,80,8.99
13-07-2024,Hershey,Airport,189,9.11
13-07-2024,Hershey,Mall,139,8.25
13-07-2024,Hershey,Online,174,9.12
13-07-2024,Hershey,Retail,82,8.9
13-07-2024,Lindt,Airport,256,9.44
13-07-2024,Lindt,Mall,186,8.31
13-07-2024,Lindt,Online,230,8.93
13-07-2024,Lindt,Retail,133,8.51
13-07-2024,Mars,Airport,201,8.77
13-07-2024,Mars,Mall,215,8.88
13-07-2024,Mars,Online,199,9.67
13-07-2024,Mars,Retail,115,9.23
14-07-2024,Cadbury,Airport,241,8.47
14-07-2024,Cadbury,Mall,221,9.44
14-07-2024,Cadbury,Online,205,8.69
14-07-2024,Cadbury,Retail,148,8.33
14-07-2024,Ferrero,Airport,262,9.42
14-07-2024,Ferrero,Mall,178,8.52
14-07-2024,Ferrero,Online,180,7.64
14-07-2024,Ferrero,Retail,164,8.91
14-07-2024,Godiva,Airport,158,8.99
14-07-2024,Godiva,Mall,149,9.2
14-07-2024,Godiva,Online,137,9.14
14-07-2024,Godiva,Retail,139,8.31
14-07-2024,Hershey,Airport,161,8.56
14-07-2024,Hershey,Mall,135,9.48
14-07-2024,Hershey,Online,145,9.25
14-07-2024,Hershey,Retail,110,8.87
14-07-2024,Lindt,Airport,224,9.18
14-07-2024,Lindt,Mall,158,9.14
14-07-2024,Lindt,Online,212,8.73
14-07-2024,Lindt,Retail,101,8.51
14-07-2024,Mars,Airport,175,9
14-07-2024,Mars,Mall,173,9.26
14-07-2024,Mars,Online,188,8.46
14-07-2024,Mars,Retail,104,9.39
15-07-2024,Cadbury,Airport,292,8.96
15-07-2024,Cadbury,Mall,187,8.74
15-07-2024,Cadbury,Online,227,8.58
15-07-2024,Cadbury,Retail,140,8.29
15-07-2024,Ferrero,Airport,243,9.23
15-07-2024,Ferrero,Mall,198,8.83
15-07-2024,Ferrero,Online,174,8.5
15-07-2024,Ferrero,Retail,181,9.64
15-07-2024,Godiva,Airport,171,8.53
15-07-2024,Godiva,Mall,130,9.01
15-07-2024,Godiva,Online,166,9.16
15-07-2024,Godiva,Retail,75,9.24
15-07-2024,Hershey,Airport,138,9.26
15-07-2024,Hershey,Mall,141,9.78
15-07-2024,Hershey,Online,128,9.23
15-07-2024,Hershey,Retail,107,9.33
15-07-2024,Lindt,Airport,231,9.19
15-07-2024,Lindt,Mall,184,8.61
15-07-2024,Lindt,Online,156,9.12
15-07-2024,Lindt,Retail,141,9.55
15-07-2024,Mars,Airport,214,8.9
15-07-2024,Mars,Mall,184,8.89
15-07-2024,Mars,Online,174,9.65
15-07-2024,Mars,Retail,142,8.91
16-07-2024,Cadbury,Airport,187,8.88
16-07-2024,Cadbury,Mall,201,9.12
16-07-2024,Cadbury,Online,203,9.14
16-07-2024,Cadbury,Retail,103,9.31
16-07-2024,Ferrero,Airport,233,8.86
16-07-2024,Ferrero,Mall,168,9.24
16-07-2024,Ferrero,Online,214,8.41
16-07-2024,Ferrero,Retail,150,9.34
16-07-2024,Godiva,Airport,185,9.83
16-07-2024,Godiva,Mall,179,8.03
16-07-2024,Godiva,Online,140,9.74
16-07-2024,Godiva,Retail,95,10.58
16-07-2024,Hershey,Airport,164,8.57
16-07-2024,Hershey,Mall,143,8.68
16-07-2024,Hershey,Online,146,9.81
16-07-2024,Hershey,Retail,81,8.45
16-07-2024,Lindt,Airport,177,10.34
16-07-2024,Lindt,Mall,133,8.14
16-07-2024,Lindt,Online,169,9.13
16-07-2024,Lindt,Retail,154,9.77
16-07-2024,Mars,Airport,167,9.17
16-07-2024,Mars,Mall,177,9.26
16-07-2024,Mars,Online,165,9.23
16-07-2024,Mars,Retail,125,7.66
17-07-2024,Cadbury,Airport,218,9.74
17-07-2024,Cadbury,Mall,247,8.54
17-07-2024,Cadbury,Online,201,9.86
17-07-2024,Cadbury,Retail,125,8.03
17-07-2024,Ferrero,Airport,238,7.92
17-07-2024,Ferrero,Mall,186,8.93
17-07-2024,Ferrero,Online,210,8.83
17-07-2024,Ferrero,Retail,129,8.98
17-07-2024,Godiva,Airport,225,9.11
17-07-2024,Godiva,Mall,165,9.27
17-07-2024,Godiva,Online,155,8.51
17-07-2024,Godiva,Retail,110,9.63
17-07-2024,Hershey,Airport,148,8.61
17-07-2024,Hershey,Mall,136,7.95
17-07-2024,Hershey,Online,126,9.3
17-07-2024,Hershey,Retail,97,8.44
17-07-2024,Lindt,Airport,205,8.91
17-07-2024,Lindt,Mall,157,8.3
17-07-2024,Lindt,Online,152,9.27
17-07-2024,Lindt,Retail,168,8.39
17-07-2024,Mars,Airport,252,9.09
17-07-2024,Mars,Mall,187,8.73
17-07-2024,Mars,Online,190,9.21
17-07-2024,Mars,Retail,128,8.74
18-07-2024,Cadbury,Airport,260,8.66
18-07-2024,Cadbury,Mall,201,8.81
18-07-2024,Cadbury,Online,157,8.55
18-07-2024,Cadbury,Retail,170,8.55
18-07-2024,Ferrero,Airport,267,8.64
18-07-2024,Ferrero,Mall,170,8.75
18-07-2024,Ferrero,Online,199,9.01
18-07-2024,Ferrero,Retail,145,9.35
18-07-2024,Godiva,Airport,154,8.1
18-07-2024,Godiva,Mall,148,8.44
18-07-2024,Godiva,Online,126,9.77
18-07-2024,Godiva,Retail,84,9.27
18-07-2024,Hershey,Airport,162,9.2
18-07-2024,Hershey,Mall,145,7.78
18-07-2024,Hershey,Online,99,9.61
18-07-2024,Hershey,Retail,109,8.83
18-07-2024,Lindt,Airport,205,8.81
18-07-2024,Lindt,Mall,211,8.38
18-07-2024,Lindt,Online,164,8.66
18-07-2024,Lindt,Retail,160,8.84
18-07-2024,Mars,Airport,186,9.75
18-07-2024,Mars,Mall,125,8.1
18-07-2024,Mars,Online,122,9.33
18-07-2024,Mars,Retail,92,8.5
19-07-2024,Cadbury,Airport,218,9.45
19-07-2024,Cadbury,Mall,194,9.09
19-07-2024,Cadbury,Online,135,9.54
19-07-2024,Cadbury,Retail,159,9.47
19-07-2024,Ferrero,Airport,199,9.16
19-07-2024,Ferrero,Mall,149,9.15
19-07-2024,Ferrero,Online,246,8.63
19-07-2024,Ferrero,Retail,127,9.68
19-07-2024,Godiva,Airport,171,8.82
19-07-2024,Godiva,Mall,160,8.47
19-07-2024,Godiva,Online,157,9.44
19-07-2024,Godiva,Retail,102,8.56
19-07-2024,Hershey,Airport,177,10.03
19-07-2024,Hershey,Mall,151,9.79
19-07-2024,Hershey,Online,151,8.8
19-07-2024,Hershey,Retail,143,9.08
19-07-2024,Lindt,Airport,169,8.51
19-07-2024,Lindt,Mall,169,8.43
19-07-2024,Lindt,Online,161,9.06
19-07-2024,Lindt,Retail,134,9.49
19-07-2024,Mars,Airport,216,8.41
19-07-2024,Mars,Mall,173,8.78
19-07-2024,Mars,Online,170,9.21
19-07-2024,Mars,Retail,153,8.99
20-07-2024,Cadbury,Airport,203,8.75
20-07-2024,Cadbury,Mall,173,9.71
20-07-2024,Cadbury,Online,215,8.93
20-07-2024,Cadbury,Retail,172,9.17
20-07-2024,Ferrero,Airport,288,9.24
20-07-2024,Ferrero,Mall,207,8.76
20-07-2024,Ferrero,Online,176,9.1
20-07-2024,Ferrero,Retail,140,8.37
20-07-2024,Godiva,Airport,204,9.18
20-07-2024,Godiva,Mall,211,9
20-07-2024,Godiva,Online,143,8.56
20-07-2024,Godiva,Retail,143,10.06
20-07-2024,Hershey,Airport,176,8.24
20-07-2024,Hershey,Mall,158,9.22
20-07-2024,Hershey,Online,116,9.12
20-07-2024,Hershey,Retail,114,8.23
20-07-2024,Lindt,Airport,193,7.82
20-07-2024,Lindt,Mall,241,9.01
20-07-2024,Lindt,Online,166,8.84
20-07-2024,Lindt,Retail,153,9.15
20-07-2024,Mars,Airport,167,9.05
20-07-2024,Mars,Mall,189,8.15
20-07-2024,Mars,Online,199,8.74
20-07-2024,Mars,Retail,157,8.86
21-07-2024,Cadbury,Airport,231,9.26
21-07-2024,Cadbury,Mall,180,9.37
21-07-2024,Cadbury,Online,178,9.52
21-07-2024,Cadbury,Retail,127,8.54
21-07-2024,Ferrero,Airport,263,8.9
21-07-2024,Ferrero,Mall,211,8.31
21-07-2024,Ferrero,Online,222,8.82
21-07-2024,Ferrero,Retail,170,9.18
21-07-2024,Godiva,Airport,162,9.85
21-07-2024,Godiva,Mall,174,9.14
21-07-2024,Godiva,Online,159,8.42
21-07-2024,Godiva,Retail,82,8.69
21-07-2024,Hershey,Airport,179,8.36
21-07-2024,Hershey,Mall,121,9.59
21-07-2024,Hershey,Online,178,8.86
21-07-2024,Hershey,Retail,108,8.57
21-07-2024,Lindt,Airport,245,9.18
21-07-2024,Lindt,Mall,220,8.88
21-07-2024,Lindt,Online,179,8.6
21-07-2024,Lindt,Retail,132,9.66
21-07-2024,Mars,Airport,202,8.95
21-07-2024,Mars,Mall,194,9.05
21-07-2024,Mars,Online,139,8.59
21-07-2024,Mars,Retail,117,9.79
22-07-2024,Cadbury,Airport,219,9.2
22-07-2024,Cadbury,Mall,262,9.7
22-07-2024,Cadbury,Online,188,8.54
22-07-2024,Cadbury,Retail,172,9.45
22-07-2024,Ferrero,Airport,183,8.89
22-07-2024,Ferrero,Mall,178,9.42
22-07-2024,Ferrero,Online,197,8.57
22-07-2024,Ferrero,Retail,127,8.58
22-07-2024,Godiva,Airport,152,8.86
22-07-2024,Godiva,Mall,176,9.16
22-07-2024,Godiva,Online,148,9.65
22-07-2024,Godiva,Retail,94,8.92
22-07-2024,Hershey,Airport,210,9.43
22-07-2024,Hershey,Mall,99,8.39
22-07-2024,Hershey,Online,113,8.59
22-07-2024,Hershey,Retail,115,9.51
22-07-2024,Lindt,Airport,213,9.02
22-07-2024,Lindt,Mall,134,9.62
22-07-2024,Lindt,Online,196,9.11
22-07-2024,Lindt,Retail,114,9.36
22-07-2024,Mars,Airport,220,10.07
22-07-2024,Mars,Mall,179,8.55
22-07-2024,Mars,Online,167,7.98
22-07-2024,Mars,Retail,119,8.92
23-07-2024,Cadbury,Airport,267,9.15
23-07-2024,Cadbury,Mall,203,9.78
23-07-2024,Cadbury,Online,227,9.32
23-07-2024,Cadbury,Retail,169,10.11
23-07-2024,Ferrero,Airport,240,8.71
23-07-2024,Ferrero,Mall,220,9.26
23-07-2024,Ferrero,Online,213,8.76
23-07-2024,Ferrero,Retail,153,8.48
23-07-2024,Godiva,Airport,151,9.1
23-07-2024,Godiva,Mall,153,9.02
23-07-2024,Godiva,Online,150,8.62
23-07-2024,Godiva,Retail,115,8.99
23-07-2024,Hershey,Airport,177,9.34
23-07-2024,Hershey,Mall,154,8.62
23-07-2024,Hershey,Online,108,9.31
23-07-2024,Hershey,Retail,84,8.66
23-07-2024,Lindt,Airport,229,8.71
23-07-2024,Lindt,Mall,214,9.55
23-07-2024,Lindt,Online,161,8.72
23-07-2024,Lindt,Retail,127,8.95
23-07-2024,Mars,Airport,198,9.03
23-07-2024,Mars,Mall,161,9.11
23-07-2024,Mars,Online,203,8.89
23-07-2024,Mars,Retail,127,9.9
24-07-2024,Cadbury,Airport,216,8.56
24-07-2024,Cadbury,Mall,220,9.34
24-07-2024,Cadbury,Online,179,8.94
24-07-2024,Cadbury,Retail,124,9.66
24-07-2024,Ferrero,Airport,194,8.99
24-07-2024,Ferrero,Mall,177,8.93
24-07-2024,Ferrero,Online,202,8.5
24-07-2024,Ferrero,Retail,155,9.25
24-07-2024,Godiva,Airport,158,8.83
24-07-2024,Godiva,Mall,178,8.3
24-07-2024,Godiva,Online,175,8.9
24-07-2024,Godiva,Retail,106,10.1
24-07-2024,Hershey,Airport,178,8.52
24-07-2024,Hershey,Mall,122,8.61
24-07-2024,Hershey,Online,173,9.48
24-07-2024,Hershey,Retail,138,9.21
24-07-2024,Lindt,Airport,195,9.55
24-07-2024,Lindt,Mall,172,9.08
24-07-2024,Lindt,Online,193,8.39
24-07-2024,Lindt,Retail,160,9.96
24-07-2024,Mars,Airport,261,8.53
24-07-2024,Mars,Mall,215,8.99
24-07-2024,Mars,Online,144,8.73
24-07-2024,Mars,Retail,123,9.07
25-07-2024,Cadbury,Airport,233,9.18
25-07-2024,Cadbury,Mall,184,9.11
25-07-2024,Cadbury,Online,188,9.22
25-07-2024,Cadbury,Retail,103,9.18
25-07-2024,Ferrero,Airport,185,9.44
25-07-2024,Ferrero,Mall,193,9.3
25-07-2024,Ferrero,Online,194,9.13
25-07-2024,Ferrero,Retail,158,8.44
25-07-2024,Godiva,Airport,171,9.04
25-07-2024,Godiva,Mall,191,8.88
25-07-2024,Godiva,Online,162,9.04
25-07-2024,Godiva,Retail,83,8.62
25-07-2024,Hershey,Airport,178,9.53
25-07-2024,Hershey,Mall,153,9.68
25-07-2024,Hershey,Online,152,8.95
25-07-2024,Hershey,Retail,135,8.75
25-07-2024,Lindt,Airport,196,9.37
25-07-2024,Lindt,Mall,198,9.48
25-07-2024,Lindt,Online,190,9.11
25-07-2024,Lindt,Retail,107,8.74
25-07-2024,Mars,Airport,165,8.87
25-07-2024,Mars,Mall,193,8.89
25-07-2024,Mars,Online,152,9.84
25-07-2024,Mars,Retail,152,9.44
26-07-2024,Cadbury,Airport,274,8.31
26-07-2024,Cadbury,Mall,215,9.18
26-07-2024,Cadbury,Online,213,8.8
26-07-2024,Cadbury,Retail,125,9.25
26-07-2024,Ferrero,Airport,188,9.56
26-07-2024,Ferrero,Mall,192,8.46
26-07-2024,Ferrero,Online,213,9.11
26-07-2024,Ferrero,Retail,148,9.88
26-07-2024,Godiva,Airport,151,8.74
26-07-2024,Godiva,Mall,168,8.8
26-07-2024,Godiva,Online,146,9.52
26-07-2024,Godiva,Retail,113,9.09
26-07-2024,Hershey,Airport,169,9.55
26-07-2024,Hershey,Mall,145,9.65
26-07-2024,Hershey,Online,147,9.03
26-07-2024,Hershey,Retail,95,8.94
26-07-2024,Lindt,Airport,236,9.18
26-07-2024,Lindt,Mall,201,9.24
26-07-2024,Lindt,Online,167,8.8
26-07-2024,Lindt,Retail,140,9.29
26-07-2024,Mars,Airport,241,8.81
26-07-2024,Mars,Mall,186,9.16
26-07-2024,Mars,Online,153,8.59
26-07-2024,Mars,Retail,133,9.48
27-07-2024,Cadbury,Airport,211,8.86
27-07-2024,Cadbury,Mall,223,9.58
27-07-2024,Cadbury,Online,236,8.89
27-07-2024,Cadbury,Retail,124,9.45
27-07-2024,Ferrero,Airport,213,9.79
27-07-2024,Ferrero,Mall,261,8.83
27-07-2024,Ferrero,Online,196,8.9
27-07-2024,Ferrero,Retail,135,8.88
27-07-2024,Godiva,Airport,159,9.14
27-07-2024,Godiva,Mall,169,7.71
27-07-2024,Godiva,Online,153,8.96
27-07-2024,Godiva,Retail,105,8.3
27-07-2024,Hershey,Airport,131,8.73
27-07-2024,Hershey,Mall,168,9.42
27-07-2024,Hershey,Online,155,8.91
27-07-2024,Hershey,Retail,86,8.53
27-07-2024,Lindt,Airport,205,8.71
27-07-2024,Lindt,Mall,173,9.6
27-07-2024,Lindt,Online,153,8.85
27-07-2024,Lindt,Retail,147,8.93
27-07-2024,Mars,Airport,222,8.39
27-07-2024,Mars,Mall,178,8.71
27-07-2024,Mars,Online,202,9.34
27-07-2024,Mars,Retail,120,9.32
28-07-2024,Cadbury,Airport,209,9.45
28-07-2024,Cadbury,Mall,157,9.1
28-07-2024,Cadbury,Online,154,8.98
28-07-2024,Cadbury,Retail,153,8.96
28-07-2024,Ferrero,Airport,259,9.21
28-07-2024,Ferrero,Mall,205,9.36
28-07-2024,Ferrero,Online,201,9.04
28-07-2024,Ferrero,Retail,134,8.94
28-07-2024,Godiva,Airport,149,8.68
28-07-2024,Godiva,Mall,128,9.02
28-07-2024,Godiva,Online,127,8.95
28-07-2024,Godiva,Retail,171,8.36
28-07-2024,Hershey,Airport,189,8.98
28-07-2024,Hershey,Mall,161,8.09
28-07-2024,Hershey,Online,145,8.9
28-07-2024,Hershey,Retail,102,9.54
28-07-2024,Lindt,Airport,246,9.01
28-07-2024,Lindt,Mall,181,9.82
28-07-2024,Lindt,Online,223,9.01
28-07-2024,Lindt,Retail,103,7.66
28-07-2024,Mars,Airport,231,8.57
28-07-2024,Mars,Mall,160,9.28
28-07-2024,Mars,Online,186,8.78
28-07-2024,Mars,Retail,134,8.77
29-07-2024,Cadbury,Airport,196,8.83
29-07-2024,Cadbury,Mall,160,9.89
29-07-2024,Cadbury,Online,211,8.91
29-07-2024,Cadbury,Retail,154,8.91
29-07-2024,Ferrero,Airport,266,9.02
29-07-2024,Ferrero,Mall,195,9.19
29-07-2024,Ferrero,Online,199,9.31
29-07-2024,Ferrero,Retail,134,8.85
29-07-2024,Godiva,Airport,216,9.72
29-07-2024,Godiva,Mall,121,9.12
29-07-2024,Godiva,Online,94,9.16
29-07-2024,Godiva,Retail,74,9.24
29-07-2024,Hershey,Airport,182,9.5
29-07-2024,Hershey,Mall,144,8.77
29-07-2024,Hershey,Online,186,7.96
29-07-2024,Hershey,Retail,144,9.24
29-07-2024,Lindt,Airport,220,9.21
29-07-2024,Lindt,Mall,143,9.27
29-07-2024,Lindt,Online,203,8.93
29-07-2024,Lindt,Retail,120,9.08
29-07-2024,Mars,Airport,213,9.11
29-07-2024,Mars,Mall,209,9.23
29-07-2024,Mars,Online,190,9.15
29-07-2024,Mars,Retail,133,8.98
30-07-2024,Cadbury,Airport,201,9.37
30-07-2024,Cadbury,Mall,222,9.39
30-07-2024,Cadbury,Online,238,9.16
30-07-2024,Cadbury,Retail,133,9.4
30-07-2024,Ferrero,Airport,210,9.25
30-07-2024,Ferrero,Mall,191,8.76
30-07-2024,Ferrero,Online,207,9.3
30-07-2024,Ferrero,Retail,183,9.5
30-07-2024,Godiva,Airport,207,9.51
30-07-2024,Godiva,Mall,165,8.13
30-07-2024,Godiva,Online,105,9.54
30-07-2024,Godiva,Retail,114,8.66
30-07-2024,Hershey,Airport,182,9.78
30-07-2024,Hershey,Mall,132,8.63
30-07-2024,Hershey,Online,127,8.88
30-07-2024,Hershey,Retail,105,7.79
30-07-2024,Lindt,Airport,202,9.25
30-07-2024,Lindt,Mall,225,9.33
30-07-2024,Lindt,Online,180,9.44
30-07-2024,Lindt,Retail,151,9.26
30-07-2024,Mars,Airport,223,8.76
30-07-2024,Mars,Mall,177,9.45
30-07-2024,Mars,Online,157,8.25
30-07-2024,Mars,Retail,118,8.33
31-07-2024,Cadbury,Airport,221,9.22
31-07-2024,Cadbury,Mall,211,8.24
31-07-2024,Cadbury,Online,201,8.02
31-07-2024,Cadbury,Retail,106,8.63
31-07-2024,Ferrero,Airport,229,9.81
31-07-2024,Ferrero,Mall,187,8.58
31-07-2024,Ferrero,Online,175,9.2
31-07-2024,Ferrero,Retail,114,9.4
31-07-2024,Godiva,Airport,172,8.99
31-07-2024,Godiva,Mall,164,8.81
31-07-2024,Godiva,Online,117,8.37
31-07-2024,Godiva,Retail,83,8.85
31-07-2024,Hershey,Airport,156,9.7
31-07-2024,Hershey,Mall,131,9.1
31-07-2024,Hershey,Online,133,8.73
31-07-2024,Hershey,Retail,123,8.87
31-07-2024,Lindt,Airport,187,9.11
31-07-2024,Lindt,Mall,179,8.86
31-07-2024,Lindt,Online,198,9.31
31-07-2024,Lindt,Retail,149,8.89
31-07-2024,Mars,Airport,191,8.68
31-07-2024,Mars,Mall,226,8.88
31-07-2024,Mars,Online,176,9.68
31-07-2024,Mars,Retail,118,9.15
01-08-2024,Cadbury,Airport,198,8.94
01-08-2024,Cadbury,Mall,180,10.07
01-08-2024,Cadbury,Online,195,8.49
01-08-2024,Cadbury,Retail,133,8.44
01-08-2024,Ferrero,Airport,216,8.41
01-08-2024,Ferrero,Mall,174,9.21
01-08-2024,Ferrero,Online,197,8.67
01-08-2024,Ferrero,Retail,106,8.24
01-08-2024,Godiva,Airport,197,8.48
01-08-2024,Godiva,Mall,157,9.51
01-08-2024,Godiva,Online,163,8.95
01-08-2024,Godiva,Retail,124,8.69
